0	0	2711
1	0	2711
2	0	2711
3	0	2711
4	0	2711
5	0	2712
6	0	2712
7	0	2711
8	0	2711
9	0	2711
10	0	2711
11	0	2713
12	0	2713
13	0	2713
14	0	2713
15	0	2711
16	0	2711
17	0	2711
18	0	2711
19	0	2713
20	0	2713
21	0	2713
22	0	2713
23	0	2713
24	0	2711
25	0	2713
26	0	2713
27	0	2713
28	0	2714
29	0	2711
30	0	2712
31	0	2713
32	0	2713
33	0	2713
34	0	2713
35	0	2713
36	0	2713
37	0	2713
38	0	2713
39	0	2713
40	0	2713
41	0	2713
42	0	2715
43	0	2713
44	0	2713
45	0	2714
46	0	2711
47	0	2713
48	0	2713
49	0	2716
50	0	2713
51	0	2713
52	0	2712
53	0	2713
54	0	2713
55	0	2713
56	0	2713
57	0	2711
58	0	2711
59	0	2713
60	0	2712
61	0	2711
62	0	2713
63	0	2713
64	0	2713
65	0	2711
66	0	2712
67	0	2711
68	0	2713
69	0	2711
70	0	2711
71	0	2711
72	0	2711
73	0	2711
74	0	2713
75	0	2713
76	0	2712
77	0	2711
78	0	2713
79	0	2713
80	0	2712
81	0	2712
82	0	2713
83	0	2711
84	0	2711
85	0	2711
86	0	2712
87	0	2711
88	0	2711
89	0	2711
90	0	2711
91	0	2711
92	0	2711
93	0	2713
94	0	2716
95	0	2716
96	0	2711
97	0	2711
98	0	2712
99	0	2711
100	0	2711
101	0	2712
102	0	2711
103	0	2711
104	0	2711
105	0	2711
106	0	2711
107	0	2711
108	0	2713
109	0	2713
110	0	2713
111	0	2711
112	0	2711
113	0	2711
114	0	2711
115	0	2711
116	0	2711
117	0	2711
118	0	2711
119	0	2711
120	0	2711
121	0	2711
122	0	2711
123	0	2713
124	0	2711
125	0	2711
126	0	2711
127	0	2716
128	0	2711
129	0	2711
130	0	2711
131	0	2711
132	0	2711
133	0	2711
134	0	2711
135	0	2711
136	0	2711
137	0	2711
138	0	2711
139	0	2711
140	0	2711
141	0	2711
142	0	2711
143	0	2711
144	0	2711
145	0	2711
146	0	2711
147	0	2711
148	0	2711
149	0	2711
150	0	2711
151	0	2712
152	0	2711
153	0	2711
154	0	2711
155	0	2711
156	0	2711
157	0	2711
158	0	2711
